Client_ID,Product_ID,Product_Name,Category,Subcategory,Price,Margin,Score,Reason,Context_Item,Context_Date
CL-278780,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2025-08-02
CL-278780,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2025-08-02
CL-278780,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2025-08-02
CL-279815,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-09-07
CL-279815,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-09-07
CL-279815,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-09-07
CL-281624,JEW-LOU-0121,Essential V Necklace (Gold),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2025-06-11
CL-281624,JEW-LOU-0122,Essential V Necklace (Silver),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2025-06-11
CL-281624,JEW-LOU-0123,Blooming Bracelet (Gold),Jewelry,Bracelet,500,300.0,350,Colección Louis Vuitton,Louis Vuitton,2025-06-11
CL-285174,LEA-PRA-0071,Saffiano Metal Holder (Red),Leather Goods,Card Holder,400,220.00000000000003,280,Colección Prada,Prada,2024-11-16
CL-285174,TEC-PRA-0139,iPhone 15 Pro Case (Prada),Tech,Case,394,250.0,280,Colección Prada,Prada,2024-11-16
CL-285174,TEC-PRA-0140,AirPods Pro Case (Prada),Tech,Case,251,170.0,280,Colección Prada,Prada,2024-11-16
CL-285855,ADO-CHA-0008,Cinturón Chanel Chain & Leather (Vintage),Adornment,Belt,850,450.0,260,Colección Chanel,Chanel,2024-05-10
CL-285855,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Chanel,2024-05-10
CL-285855,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Chanel,2024-05-10
CL-286339,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Chanel,2026-01-16
CL-286339,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Chanel,2026-01-16
CL-286339,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Chanel,2026-01-16
CL-287547,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Fendi,2025-12-19
CL-287547,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Fendi,2025-12-19
CL-287547,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Fendi,2025-12-19
CL-288053,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,,Louis Vuitton,2025-10-18
CL-288053,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,240,,Louis Vuitton,2025-10-18
CL-288053,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,,Louis Vuitton,2025-10-18
CL-290561,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-25
CL-290561,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-25
CL-290561,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-12-25
CL-291722,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-27
CL-291722,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-27
CL-291722,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-10-27
CL-293934,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-293934,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-293934,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-299048,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-15
CL-299048,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-15
CL-299048,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-07-15
CL-300102,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-02
CL-300102,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-02
CL-300102,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-10-02
CL-301180,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2025-03-05
CL-301180,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2025-03-05
CL-301180,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2025-03-05
CL-302591,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,390,Mantenimiento Anual,Louis Vuitton,2024-03-03
CL-302591,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,390,Mantenimiento Anual,Louis Vuitton,2024-03-03
CL-302591,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,390,Mantenimiento Anual,Louis Vuitton,2024-03-03
CL-304225,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-29
CL-304225,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-29
CL-304225,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-12-29
CL-305478,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-17
CL-305478,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-17
CL-305478,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-04-17
CL-306041,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-09-13
CL-306041,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-09-13
CL-306041,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-09-13
CL-307464,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-05-20
CL-307464,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-05-20
CL-307464,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-05-20
CL-308681,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-06-06
CL-308681,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-06-06
CL-308681,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-06-06
CL-309478,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-02-06
CL-309478,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-02-06
CL-309478,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-02-06
CL-309559,TEC-LOU-0136,AirPods Pro Case (Louis Vuitton),Tech,Case,266,170.0,250,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-309559,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,240,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-309559,LEA-LOU-0012,Key Pouch (Black),Leather Goods,Card Holder,320,176.0,240,Colección Louis Vuitton,Louis Vuitton,2025-10-15
CL-309927,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-07
CL-309927,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-12-07
CL-309927,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-12-07
CL-314334,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Hermès,2024-04-12
CL-314334,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Hermès,2024-04-12
CL-314334,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2024-04-12
CL-316359,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-08
CL-316359,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-08
CL-316359,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-08
CL-317532,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Louis Vuitton,2024-11-27
CL-317532,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Louis Vuitton,2024-11-27
CL-317532,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Louis Vuitton,2024-11-27
CL-321726,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-10-29
CL-321726,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-10-29
CL-321726,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-10-29
CL-321968,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Gucci,2025-01-11
CL-321968,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Gucci,2025-01-11
CL-321968,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2025-01-11
CL-323595,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,,Fendi,2025-05-27
CL-323595,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,240,,Fendi,2025-05-27
CL-323595,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,,Fendi,2025-05-27
CL-324850,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2024-01-23
CL-324850,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2024-01-23
CL-324850,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2024-01-23
CL-325530,ADO-CHA-0008,Cinturón Chanel Chain & Leather (Vintage),Adornment,Belt,850,450.0,260,Colección Chanel,Chanel,2025-03-27
CL-325530,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Chanel,2025-03-27
CL-325530,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Chanel,2025-03-27
CL-327235,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2025-03-27
CL-327235,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2025-03-27
CL-327235,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-03-27
CL-330555,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-19
CL-330555,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-19
CL-330555,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-19
CL-330565,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-04-20
CL-330565,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-04-20
CL-330565,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-04-20
CL-330831,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-05-15
CL-330831,LEA-PRA-0069,Saffiano Metal Holder (Gold),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-05-15
CL-330831,LEA-PRA-0070,Saffiano Metal Holder (Beige),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-05-15
CL-332704,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2024-11-03
CL-332704,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2024-11-03
CL-332704,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2024-11-03
CL-333921,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-08-20
CL-333921,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-08-20
CL-333921,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-08-20
CL-334084,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,240,Colección Celine,Celine,2025-11-24
CL-334084,LEA-CEL-0085,Strap Wallet Medium (Black),Leather Goods,Wallet,620,341.0,240,Colección Celine,Celine,2025-11-24
CL-334084,LEA-CEL-0082,Triomphe Card Holder (Gold),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-11-24
CL-334415,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-07-01
CL-334415,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-07-01
CL-334415,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-07-01
CL-337215,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-02-07
CL-337215,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-02-07
CL-337215,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-02-07
CL-339172,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-05-10
CL-339172,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-05-10
CL-339172,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-05-10
CL-339341,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-10-08
CL-339341,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-10-08
CL-339341,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-10-08
CL-340746,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-340746,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-340746,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-342465,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Prada,2025-02-15
CL-342465,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Prada,2025-02-15
CL-342465,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Prada,2025-02-15
CL-343506,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-09
CL-343506,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-09
CL-343506,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-09
CL-345506,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-04-28
CL-345506,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-04-28
CL-345506,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-04-28
CL-348469,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2025-01-24
CL-348469,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2025-01-24
CL-348469,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-01-24
CL-350078,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Fendi,2025-01-11
CL-350078,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Fendi,2025-01-11
CL-350078,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Fendi,2025-01-11
CL-351448,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2025-03-15
CL-351448,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2025-03-15
CL-351448,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-03-15
CL-353983,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-11
CL-353983,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-11
CL-353983,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-04-11
CL-354367,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-09-08
CL-354367,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-09-08
CL-354367,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-09-08
CL-354583,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-11
CL-354583,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-10-11
CL-354583,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-10-11
CL-356611,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-08
CL-356611,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-08
CL-356611,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-09-08
CL-357588,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-25
CL-357588,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-25
CL-357588,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-25
CL-358026,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-06-24
CL-358026,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-06-24
CL-358026,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-06-24
CL-359572,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-08-30
CL-359572,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-08-30
CL-359572,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-08-30
CL-359903,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Hermès,2024-06-22
CL-359903,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Hermès,2024-06-22
CL-359903,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2024-06-22
CL-360709,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-07
CL-360709,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-07
CL-360709,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-09-07
CL-364706,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Fendi,2026-01-12
CL-364706,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Fendi,2026-01-12
CL-364706,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Fendi,2026-01-12
CL-364761,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Gucci,2024-03-26
CL-364761,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Gucci,2024-03-26
CL-364761,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2024-03-26
CL-366448,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-05-04
CL-366448,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-05-04
CL-366448,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-05-04
CL-368118,JEW-LOU-0121,Essential V Necklace (Gold),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2024-04-06
CL-368118,JEW-LOU-0122,Essential V Necklace (Silver),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2024-04-06
CL-368118,JEW-LOU-0123,Blooming Bracelet (Gold),Jewelry,Bracelet,500,300.0,350,Colección Louis Vuitton,Louis Vuitton,2024-04-06
CL-368324,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Celine,2024-09-09
CL-368324,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Celine,2024-09-09
CL-368324,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2024-09-09
CL-369261,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-09
CL-369261,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-09
