CP,Provincia,Ciudad,Zona_Barrio,Renta_Oficial,Capacidad_Real,Fashion_Wallet,Perfil_Sociologico,Percentil_Nacional
28925,Madrid,Alcorcón,Las Retamas,45797,36638,3198,Aspirational,0.043
28925,Madrid,Alcorcón,Las Retamas,62249,43574,5625,Aspirational,0.21733333333333332
28925,Madrid,Alcorcón,Las Retamas,57173,45738,6383,Aspirational,0.155
28925,Madrid,Alcorcón,Las Retamas,57416,45933,6451,Aspirational,0.159
28925,Madrid,Alcorcón,Las Retamas,63136,44195,5843,Aspirational,0.228
28925,Madrid,Alcorcón,Las Retamas,60798,42559,5270,Aspirational,0.197
28925,Madrid,Alcorcón,Las Retamas,75309,52716,8825,Aspirational,0.348
28925,Madrid,Alcorcón,Las Retamas,49681,39745,4285,Aspirational,0.077
28925,Madrid,Alcorcón,Las Retamas,53400,42720,5327,Aspirational,0.11066666666666666
28925,Madrid,Alcorcón,Las Retamas,53159,42527,5259,Aspirational,0.10766666666666666
28925,Madrid,Alcorcón,Las Retamas,37338,29870,829,Aspirational,0.011
28925,Madrid,Alcorcón,Las Retamas,54043,43234,5506,Aspirational,0.11766666666666667
28925,Madrid,Alcorcón,Las Retamas,68973,48281,7273,Aspirational,0.2886666666666667
28925,Madrid,Alcorcón,Las Retamas,68486,47940,7154,Aspirational,0.2826666666666667
28925,Madrid,Alcorcón,Las Retamas,48829,39063,4047,Aspirational,0.07033333333333333
28925,Madrid,Alcorcón,Las Retamas,67628,47340,6944,Aspirational,0.2723333333333333
28925,Madrid,Alcorcón,Las Retamas,66954,46868,6778,Aspirational,0.264
28925,Madrid,Alcorcón,Las Retamas,55918,44734,6031,Aspirational,0.14366666666666666
28925,Madrid,Alcorcón,Las Retamas,44893,35914,2944,Aspirational,0.037333333333333336
28925,Madrid,Alcorcón,Las Retamas,52664,42131,5120,Aspirational,0.10266666666666667
28925,Madrid,Alcorcón,Las Retamas,57767,46214,6549,Aspirational,0.163
28925,Madrid,Alcorcón,Las Retamas,54327,43461,5586,Aspirational,0.12166666666666667
28925,Madrid,Alcorcón,Las Retamas,48834,39067,4048,Aspirational,0.07066666666666667
28925,Madrid,Alcorcón,Las Retamas,82543,57780,10598,Aspirational,0.4073333333333333
28925,Madrid,Alcorcón,Las Retamas,46881,37504,3501,Aspirational,0.051333333333333335
28925,Madrid,Alcorcón,Las Retamas,46954,37563,3522,Aspirational,0.05266666666666667
28925,Madrid,Alcorcón,Las Retamas,54978,43982,5768,Aspirational,0.13166666666666665
28925,Madrid,Alcorcón,Las Retamas,63909,44736,6032,Aspirational,0.23333333333333334
28925,Madrid,Alcorcón,Las Retamas,66770,46739,6733,Aspirational,0.262
28925,Madrid,Alcorcón,Las Retamas,64072,44850,6072,Aspirational,0.235
28925,Madrid,Alcorcón,Las Retamas,52723,42178,5137,Aspirational,0.10333333333333333
28925,Madrid,Alcorcón,Las Retamas,53716,42973,5415,Aspirational,0.114
28925,Madrid,Alcorcón,Las Retamas,52948,42359,5200,Aspirational,0.105
28925,Madrid,Alcorcón,Las Retamas,62134,43493,5597,Aspirational,0.215
28925,Madrid,Alcorcón,Las Retamas,64116,44881,6083,Aspirational,0.23566666666666666
28925,Madrid,Alcorcón,Las Retamas,48685,38948,4006,Aspirational,0.06966666666666667
28925,Madrid,Alcorcón,Las Retamas,47956,38365,3802,Aspirational,0.06133333333333333
28925,Madrid,Alcorcón,Las Retamas,79388,55571,9824,Aspirational,0.38066666666666665
28925,Madrid,Alcorcón,Las Retamas,65743,46020,6482,Aspirational,0.251
28925,Madrid,Alcorcón,Las Retamas,57831,46265,6567,Aspirational,0.165
28925,Madrid,Alcorcón,Las Retamas,64754,45328,6239,Aspirational,0.24233333333333335
28925,Madrid,Alcorcón,Las Retamas,54354,43483,5594,Aspirational,0.12333333333333334
28925,Madrid,Alcorcón,Las Retamas,59598,47678,7062,Aspirational,0.184
28925,Madrid,Alcorcón,Las Retamas,62091,43463,5587,Aspirational,0.21466666666666667
28925,Madrid,Alcorcón,Las Retamas,55357,44286,5875,Aspirational,0.13633333333333333
28925,Madrid,Alcorcón,Las Retamas,68658,48060,7195,Aspirational,0.2846666666666667
28925,Madrid,Alcorcón,Las Retamas,70530,49371,7654,Aspirational,0.30366666666666664
28925,Madrid,Alcorcón,Las Retamas,55868,44695,6018,Aspirational,0.14233333333333334
28925,Madrid,Alcorcón,Las Retamas,60061,42043,5090,Aspirational,0.189
28925,Madrid,Alcorcón,Las Retamas,54907,43926,5749,Aspirational,0.129
28925,Madrid,Alcorcón,Las Retamas,67058,46940,6804,Aspirational,0.26566666666666666
28925,Madrid,Alcorcón,Las Retamas,72213,50549,8067,Aspirational,0.31933333333333336
28925,Madrid,Alcorcón,Las Retamas,62708,43896,5738,Aspirational,0.22266666666666668
28925,Madrid,Alcorcón,Las Retamas,53983,43186,5490,Aspirational,0.11733333333333333
28925,Madrid,Alcorcón,Las Retamas,63040,44128,5819,Aspirational,0.22633333333333333
28925,Madrid,Alcorcón,Las Retamas,75806,53064,8947,Aspirational,0.353
28925,Madrid,Alcorcón,Las Retamas,86432,60502,11550,Aspirational,0.43966666666666665
28925,Madrid,Alcorcón,Las Retamas,71162,49813,7809,Aspirational,0.30833333333333335
28925,Madrid,Alcorcón,Las Retamas,54849,43879,5732,Aspirational,0.12766666666666668
28925,Madrid,Alcorcón,Las Retamas,55705,44564,5972,Aspirational,0.141
28925,Madrid,Alcorcón,Las Retamas,42465,33972,2265,Aspirational,0.025333333333333333
28925,Madrid,Alcorcón,Las Retamas,61268,42887,5385,Aspirational,0.20466666666666666
28925,Madrid,Alcorcón,Las Retamas,45408,36326,3089,Aspirational,0.03966666666666667
28925,Madrid,Alcorcón,Las Retamas,67178,47024,6833,Aspirational,0.2673333333333333
28925,Madrid,Alcorcón,Las Retamas,54892,43913,5744,Aspirational,0.12866666666666668
28925,Madrid,Alcorcón,Las Retamas,65647,45953,6458,Aspirational,0.25
28925,Madrid,Alcorcón,Las Retamas,41715,33372,2055,Aspirational,0.023333333333333334
28925,Madrid,Alcorcón,Las Retamas,57310,45848,6421,Aspirational,0.15666666666666668
28925,Madrid,Alcorcón,Las Retamas,57172,45738,6383,Aspirational,0.15466666666666667
28925,Madrid,Alcorcón,Las Retamas,85887,60121,11417,Aspirational,0.435
28925,Madrid,Alcorcón,Las Retamas,56735,45388,6260,Aspirational,0.15133333333333332
28925,Madrid,Alcorcón,Las Retamas,53092,42473,5240,Aspirational,0.107
28925,Madrid,Alcorcón,Las Retamas,94976,66483,13644,Aspirational,0.499
28925,Madrid,Alcorcón,Las Retamas,64554,45187,6190,Aspirational,0.24133333333333334
28925,Madrid,Alcorcón,Las Retamas,60807,42564,5272,Aspirational,0.19733333333333333
28925,Madrid,Alcorcón,Las Retamas,47450,37960,3660,Aspirational,0.057666666666666665
28925,Madrid,Alcorcón,Las Retamas,54186,43349,5547,Aspirational,0.11933333333333333
28925,Madrid,Alcorcón,Las Retamas,67509,47256,6914,Aspirational,0.27066666666666667
28925,Madrid,Alcorcón,Las Retamas,56177,44942,6104,Aspirational,0.146
28925,Madrid,Alcorcón,Las Retamas,35965,28772,445,Aspirational,0.008
28925,Madrid,Alcorcón,Las Retamas,74939,52457,8734,Aspirational,0.3436666666666667
28925,Madrid,Alcorcón,Las Retamas,54971,43977,5766,Aspirational,0.13066666666666665
28925,Madrid,Alcorcón,Las Retamas,49965,39972,4365,Aspirational,0.08
28925,Madrid,Alcorcón,Las Retamas,54553,43642,5649,Aspirational,0.12433333333333334
28925,Madrid,Alcorcón,Las Retamas,48192,38553,3868,Aspirational,0.06266666666666666
28925,Madrid,Alcorcón,Las Retamas,52758,42206,5147,Aspirational,0.10366666666666667
28925,Madrid,Alcorcón,Las Retamas,61573,43101,5460,Aspirational,0.20933333333333334
28925,Madrid,Alcorcón,Las Retamas,78321,54824,9563,Aspirational,0.371
28925,Madrid,Alcorcón,Las Retamas,79481,55637,9847,Aspirational,0.381
28925,Madrid,Alcorcón,Las Retamas,67766,47436,6977,Aspirational,0.275
28925,Madrid,Alcorcón,Las Retamas,64634,45244,6210,Aspirational,0.24166666666666667
28925,Madrid,Alcorcón,Las Retamas,57871,46296,6578,Aspirational,0.166
28925,Madrid,Alcorcón,Las Retamas,58676,46941,6804,Aspirational,0.17333333333333334
28925,Madrid,Alcorcón,Las Retamas,41565,33252,2013,Aspirational,0.022
28925,Madrid,Alcorcón,Las Retamas,48639,38911,3993,Aspirational,0.06916666666666667
28925,Madrid,Alcorcón,Las Retamas,63753,44627,5994,Aspirational,0.23266666666666666
28925,Madrid,Alcorcón,Las Retamas,50771,40617,4590,Aspirational,0.08466666666666667
28925,Madrid,Alcorcón,Las Retamas,64233,44963,6112,Aspirational,0.23683333333333334
28925,Madrid,Alcorcón,Las Retamas,53374,42699,5319,Aspirational,0.10966666666666666
28925,Madrid,Alcorcón,Las Retamas,41689,33351,2047,Aspirational,0.023
28925,Madrid,Alcorcón,Las Retamas,36961,29568,723,Aspirational,0.009666666666666667
28925,Madrid,Alcorcón,Las Retamas,82372,57660,10556,Aspirational,0.405
28925,Madrid,Alcorcón,Las Retamas,65934,46154,6528,Aspirational,0.25266666666666665
28925,Madrid,Alcorcón,Las Retamas,89054,62337,12192,Aspirational,0.457
28925,Madrid,Alcorcón,Las Retamas,62428,43699,5669,Aspirational,0.22
28925,Madrid,Alcorcón,Las Retamas,52647,42117,5115,Aspirational,0.10233333333333333
28925,Madrid,Alcorcón,Las Retamas,71733,50213,7949,Aspirational,0.31633333333333336
28925,Madrid,Alcorcón,Las Retamas,45494,36395,3113,Aspirational,0.041
28925,Madrid,Alcorcón,Las Retamas,49293,39434,4176,Aspirational,0.075
28925,Madrid,Alcorcón,Las Retamas,47329,37863,3627,Aspirational,0.056
28925,Madrid,Alcorcón,Las Retamas,40543,32434,1726,Aspirational,0.017333333333333333
28925,Madrid,Alcorcón,Las Retamas,61133,42793,5352,Aspirational,0.20266666666666666
28925,Madrid,Alcorcón,Las Retamas,42985,34388,2410,Aspirational,0.027333333333333334
28925,Madrid,Alcorcón,Las Retamas,60442,42309,5183,Aspirational,0.19216666666666668
28925,Madrid,Alcorcón,Las Retamas,45410,36328,3089,Aspirational,0.04
28925,Madrid,Alcorcón,Las Retamas,83343,58340,10794,Aspirational,0.41333333333333333
28925,Madrid,Alcorcón,Las Retamas,61327,42929,5400,Aspirational,0.206
28925,Madrid,Alcorcón,Las Retamas,81412,56988,10320,Aspirational,0.39766666666666667
28925,Madrid,Alcorcón,Las Retamas,40377,32301,1680,Aspirational,0.016666666666666666
28925,Madrid,Alcorcón,Las Retamas,58853,47082,6853,Aspirational,0.17466666666666666
28925,Madrid,Alcorcón,Las Retamas,66559,46591,6681,Aspirational,0.258
28925,Madrid,Alcorcón,Las Retamas,64218,44953,6108,Aspirational,0.23633333333333334
28925,Madrid,Alcorcón,Las Retamas,42934,34347,2396,Aspirational,0.026833333333333334
28925,Madrid,Alcorcón,Las Retamas,49346,39476,4191,Aspirational,0.07533333333333334
28925,Madrid,Alcorcón,Las Retamas,69630,48741,7434,Aspirational,0.29533333333333334
28925,Madrid,Alcorcón,Las Retamas,58021,46417,6620,Aspirational,0.16833333333333333
28925,Madrid,Alcorcón,Las Retamas,43314,34651,2502,Aspirational,0.029
28925,Madrid,Alcorcón,Las Retamas,52246,41796,5003,Aspirational,0.098
28925,Madrid,Alcorcón,Las Retamas,46744,37395,3463,Aspirational,0.05
28925,Madrid,Alcorcón,Las Retamas,77190,54033,9286,Aspirational,0.36433333333333334
28925,Madrid,Alcorcón,Las Retamas,61407,42985,5419,Aspirational,0.20666666666666667
28925,Madrid,Alcorcón,Las Retamas,55917,44733,6031,Aspirational,0.14333333333333334
28925,Madrid,Alcorcón,Las Retamas,67546,47282,6923,Aspirational,0.2713333333333333
28925,Madrid,Alcorcón,Las Retamas,41487,33190,1991,Aspirational,0.021333333333333333
28925,Madrid,Alcorcón,Las Retamas,67824,47477,6991,Aspirational,0.2763333333333333
28925,Madrid,Alcorcón,Las Retamas,62701,43890,5736,Aspirational,0.22233333333333333
28905,Madrid,Getafe,El Bercial,50215,40172,1900,Middle_Class,0.081
28905,Madrid,Getafe,El Bercial,51753,41402,2085,Middle_Class,0.09366666666666666
28905,Madrid,Getafe,El Bercial,51564,41251,2062,Middle_Class,0.09233333333333334
28905,Madrid,Getafe,El Bercial,67409,47186,2952,Middle_Class,0.26966666666666667
28905,Madrid,Getafe,El Bercial,45887,36710,1381,Middle_Class,0.043666666666666666
28905,Madrid,Getafe,El Bercial,66781,46746,2886,Middle_Class,0.2623333333333333
28905,Madrid,Getafe,El Bercial,71075,49752,3337,Middle_Class,0.308
28905,Madrid,Getafe,El Bercial,50930,40744,1986,Middle_Class,0.087
28905,Madrid,Getafe,El Bercial,61256,42879,2306,Middle_Class,0.204
28905,Madrid,Getafe,El Bercial,48162,38530,1654,Middle_Class,0.06166666666666667
28905,Madrid,Getafe,El Bercial,84933,59453,4792,Middle_Class,0.42833333333333334
28905,Madrid,Getafe,El Bercial,66440,46508,2851,Middle_Class,0.257
28905,Madrid,Getafe,El Bercial,70352,49247,3262,Middle_Class,0.30133333333333334
28905,Madrid,Getafe,El Bercial,59343,47474,2996,Middle_Class,0.18066666666666667
28905,Madrid,Getafe,El Bercial,67460,47222,2958,Middle_Class,0.2703333333333333
28905,Madrid,Getafe,El Bercial,58059,46447,2842,Middle_Class,0.169
28905,Madrid,Getafe,El Bercial,72654,50858,3503,Middle_Class,0.324
28905,Madrid,Getafe,El Bercial,63117,44182,2502,Middle_Class,0.22733333333333333
28905,Madrid,Getafe,El Bercial,79282,55497,4199,Middle_Class,0.38
28905,Madrid,Getafe,El Bercial,38168,30534,455,Middle_Class,0.012666666666666666
28905,Madrid,Getafe,El Bercial,43912,35130,1144,Middle_Class,0.03133333333333333
28905,Madrid,Getafe,El Bercial,58271,46616,2867,Middle_Class,0.17033333333333334
28905,Madrid,Getafe,El Bercial,82069,57448,4492,Middle_Class,0.403
28905,Madrid,Getafe,El Bercial,49110,39288,1768,Middle_Class,0.07233333333333333
28905,Madrid,Getafe,El Bercial,45571,36457,1343,Middle_Class,0.04133333333333333
28905,Madrid,Getafe,El Bercial,56453,45162,2649,Middle_Class,0.14933333333333335
28905,Madrid,Getafe,El Bercial,59109,47287,2968,Middle_Class,0.17866666666666667
28905,Madrid,Getafe,El Bercial,44957,35966,1269,Middle_Class,0.038
28905,Madrid,Getafe,El Bercial,64014,44810,2596,Middle_Class,0.23466666666666666
28905,Madrid,Getafe,El Bercial,63487,44441,2541,Middle_Class,0.23033333333333333
28905,Madrid,Getafe,El Bercial,59239,47391,2983,Middle_Class,0.18
28905,Madrid,Getafe,El Bercial,71674,50172,3400,Middle_Class,0.31416666666666665
28905,Madrid,Getafe,El Bercial,73978,51785,3642,Middle_Class,0.3353333333333333
28905,Madrid,Getafe,El Bercial,67667,47367,2980,Middle_Class,0.2733333333333333
28905,Madrid,Getafe,El Bercial,50301,40240,1911,Middle_Class,0.083
28905,Madrid,Getafe,El Bercial,36287,29030,229,Middle_Class,0.009
28905,Madrid,Getafe,El Bercial,72062,50443,3441,Middle_Class,0.31766666666666665
28905,Madrid,Getafe,El Bercial,72395,50676,3476,Middle_Class,0.321
28905,Madrid,Getafe,El Bercial,72896,51027,3529,Middle_Class,0.3263333333333333
28905,Madrid,Getafe,El Bercial,56339,45071,2635,Middle_Class,0.14766666666666667
28905,Madrid,Getafe,El Bercial,76542,53579,3911,Middle_Class,0.36033333333333334
28905,Madrid,Getafe,El Bercial,65613,45929,2764,Middle_Class,0.24933333333333332
28905,Madrid,Getafe,El Bercial,76510,53557,3908,Middle_Class,0.36
28905,Madrid,Getafe,El Bercial,78754,55128,4144,Middle_Class,0.374
28905,Madrid,Getafe,El Bercial,49794,39835,1850,Middle_Class,0.078
28905,Madrid,Getafe,El Bercial,67100,46970,2920,Middle_Class,0.266
28905,Madrid,Getafe,El Bercial,48218,38574,1661,Middle_Class,0.06333333333333334
28905,Madrid,Getafe,El Bercial,52227,41781,2142,Middle_Class,0.09733333333333333
28905,Madrid,Getafe,El Bercial,64094,44866,2604,Middle_Class,0.23533333333333334
28905,Madrid,Getafe,El Bercial,64384,45069,2635,Middle_Class,0.23933333333333334
28905,Madrid,Getafe,El Bercial,44548,35638,1220,Middle_Class,0.035666666666666666
28905,Madrid,Getafe,El Bercial,46550,37240,1461,Middle_Class,0.049
28905,Madrid,Getafe,El Bercial,59835,47868,3055,Middle_Class,0.18666666666666668
28905,Madrid,Getafe,El Bercial,84457,59120,4743,Middle_Class,0.4226666666666667
28905,Madrid,Getafe,El Bercial,56508,45207,2656,Middle_Class,0.15
28905,Madrid,Getafe,El Bercial,48519,38815,1697,Middle_Class,0.0665
28905,Madrid,Getafe,El Bercial,58473,46778,2891,Middle_Class,0.17166666666666666
28905,Madrid,Getafe,El Bercial,47029,37623,1518,Middle_Class,0.05333333333333334
28905,Madrid,Getafe,El Bercial,74384,52069,3685,Middle_Class,0.3383333333333333
28905,Madrid,Getafe,El Bercial,50202,40162,1899,Middle_Class,0.08066666666666666
28905,Madrid,Getafe,El Bercial,48616,38893,1708,Middle_Class,0.06866666666666667
28905,Madrid,Getafe,El Bercial,88461,61923,5163,Middle_Class,0.452
28905,Madrid,Getafe,El Bercial,57917,46334,2825,Middle_Class,0.167
28905,Madrid,Getafe,El Bercial,78979,55285,4167,Middle_Class,0.37666666666666665
28905,Madrid,Getafe,El Bercial,72231,50561,3459,Middle_Class,0.31966666666666665
28905,Madrid,Getafe,El Bercial,51469,41175,2051,Middle_Class,0.09066666666666667
28905,Madrid,Getafe,El Bercial,65239,45667,2725,Middle_Class,0.24533333333333332
28905,Madrid,Getafe,El Bercial,44172,35338,1175,Middle_Class,0.033666666666666664
28905,Madrid,Getafe,El Bercial,67054,46937,2915,Middle_Class,0.2653333333333333
28905,Madrid,Getafe,El Bercial,57731,46184,2802,Middle_Class,0.16266666666666665
28905,Madrid,Getafe,El Bercial,69550,48685,3177,Middle_Class,0.295
28905,Madrid,Getafe,El Bercial,69816,48871,3205,Middle_Class,0.29733333333333334
28905,Madrid,Getafe,El Bercial,79115,55380,4182,Middle_Class,0.37866666666666665
28905,Madrid,Getafe,El Bercial,82027,57418,4487,Middle_Class,0.4023333333333333
28905,Madrid,Getafe,El Bercial,88995,62296,5219,Middle_Class,0.4563333333333333
28905,Madrid,Getafe,El Bercial,53941,43153,2347,Middle_Class,0.11666666666666667
28905,Madrid,Getafe,El Bercial,68393,47875,3056,Middle_Class,0.2816666666666667
28905,Madrid,Getafe,El Bercial,85943,60160,4899,Middle_Class,0.43533333333333335
28905,Madrid,Getafe,El Bercial,72183,50528,3454,Middle_Class,0.31866666666666665
28905,Madrid,Getafe,El Bercial,59996,47997,3074,Middle_Class,0.188
28905,Madrid,Getafe,El Bercial,56384,45107,2641,Middle_Class,0.14866666666666667
28905,Madrid,Getafe,El Bercial,55151,44120,2493,Middle_Class,0.13366666666666666
28905,Madrid,Getafe,El Bercial,44119,35295,1169,Middle_Class,0.033
28905,Madrid,Getafe,El Bercial,58893,47115,2942,Middle_Class,0.17633333333333334
28905,Madrid,Getafe,El Bercial,57597,46078,2786,Middle_Class,0.16233333333333333
28905,Madrid,Getafe,El Bercial,70942,49659,3323,Middle_Class,0.30666666666666664
28905,Madrid,Getafe,El Bercial,60905,42633,2269,Middle_Class,0.199
28905,Madrid,Getafe,El Bercial,65919,46143,2796,Middle_Class,0.25233333333333335
28905,Madrid,Getafe,El Bercial,44122,35298,1169,Middle_Class,0.03333333333333333
28905,Madrid,Getafe,El Bercial,61174,42821,2298,Middle_Class,0.203
28905,Madrid,Getafe,El Bercial,85315,59720,4833,Middle_Class,0.43066666666666664
28905,Madrid,Getafe,El Bercial,60631,42442,2241,Middle_Class,0.195
28905,Madrid,Getafe,El Bercial,45738,36590,1363,Middle_Class,0.042333333333333334
28905,Madrid,Getafe,El Bercial,84796,59357,4778,Middle_Class,0.427
28905,Madrid,Getafe,El Bercial,49223,39379,1781,Middle_Class,0.074
28905,Madrid,Getafe,El Bercial,61453,43017,2327,Middle_Class,0.208
28905,Madrid,Getafe,El Bercial,75430,52801,3795,Middle_Class,0.3496666666666667
28905,Madrid,Getafe,El Bercial,73551,51485,3597,Middle_Class,0.332
28905,Madrid,Getafe,El Bercial,70206,49144,3246,Middle_Class,0.30033333333333334
28905,Madrid,Getafe,El Bercial,58023,46419,2837,Middle_Class,0.16866666666666666
28905,Madrid,Getafe,El Bercial,78668,55067,4135,Middle_Class,0.37366666666666665
28905,Madrid,Getafe,El Bercial,45724,36579,1361,Middle_Class,0.042
28905,Madrid,Getafe,El Bercial,64765,45335,2675,Middle_Class,0.24266666666666667
28905,Madrid,Getafe,El Bercial,44329,35463,1194,Middle_Class,0.034333333333333334
28905,Madrid,Getafe,El Bercial,62331,43632,2419,Middle_Class,0.21833333333333332
28905,Madrid,Getafe,El Bercial,61419,42993,2323,Middle_Class,0.207
28905,Madrid,Getafe,El Bercial,49381,39505,1800,Middle_Class,0.07566666666666666
28905,Madrid,Getafe,El Bercial,64233,44963,2619,Middle_Class,0.23683333333333334
28905,Madrid,Getafe,El Bercial,85408,59785,4842,Middle_Class,0.43266666666666664
28905,Madrid,Getafe,El Bercial,59896,47917,3062,Middle_Class,0.18733333333333332
28905,Madrid,Getafe,El Bercial,62179,43525,2403,Middle_Class,0.21633333333333332
28905,Madrid,Getafe,El Bercial,58240,46592,2863,Middle_Class,0.16966666666666666
28905,Madrid,Getafe,El Bercial,47527,38021,1578,Middle_Class,0.058
28905,Madrid,Getafe,El Bercial,59147,47318,2972,Middle_Class,0.17933333333333334
28905,Madrid,Getafe,El Bercial,60724,42507,2251,Middle_Class,0.196
28905,Madrid,Getafe,El Bercial,61518,43062,2334,Middle_Class,0.20866666666666667
28905,Madrid,Getafe,El Bercial,67680,47376,2981,Middle_Class,0.2738333333333333
28905,Madrid,Getafe,El Bercial,47825,38260,1614,Middle_Class,0.060333333333333336
28905,Madrid,Getafe,El Bercial,72279,50595,3464,Middle_Class,0.32
28905,Madrid,Getafe,El Bercial,73182,51228,3559,Middle_Class,0.329
28905,Madrid,Getafe,El Bercial,69512,48658,3173,Middle_Class,0.29433333333333334
28905,Madrid,Getafe,El Bercial,45075,36060,1284,Middle_Class,0.03833333333333333
28905,Madrid,Getafe,El Bercial,62880,44016,2477,Middle_Class,0.22466666666666665
28905,Madrid,Getafe,El Bercial,52517,42014,2177,Middle_Class,0.09966666666666667
28905,Madrid,Getafe,El Bercial,52912,42330,2224,Middle_Class,0.10466666666666667
28905,Madrid,Getafe,El Bercial,68977,48284,3117,Middle_Class,0.289
28905,Madrid,Getafe,El Bercial,45874,36699,1379,Middle_Class,0.043333333333333335
28905,Madrid,Getafe,El Bercial,59000,47200,2955,Middle_Class,0.17733333333333334
28905,Madrid,Getafe,El Bercial,46496,37197,1454,Middle_Class,0.04833333333333333
28905,Madrid,Getafe,El Bercial,88949,62264,5214,Middle_Class,0.45566666666666666
28905,Madrid,Getafe,El Bercial,56743,45394,2684,Middle_Class,0.15166666666666667
28905,Madrid,Getafe,El Bercial,47574,38059,1583,Middle_Class,0.059333333333333335
28905,Madrid,Getafe,El Bercial,72112,50478,3446,Middle_Class,0.318
28905,Madrid,Getafe,El Bercial,46871,37497,1499,Middle_Class,0.051
28905,Madrid,Getafe,El Bercial,82657,57860,4554,Middle_Class,0.409
28905,Madrid,Getafe,El Bercial,58510,46808,2896,Middle_Class,0.17233333333333334
28905,Madrid,Getafe,El Bercial,70321,49225,3258,Middle_Class,0.3006666666666667
28905,Madrid,Getafe,El Bercial,79817,55872,4255,Middle_Class,0.385
28905,Madrid,Getafe,El Bercial,57417,45933,2764,Middle_Class,0.15933333333333333
28905,Madrid,Getafe,El Bercial,37744,30195,404,Middle_Class,0.012
28905,Madrid,Getafe,El Bercial,60018,42012,2176,Middle_Class,0.18833333333333332
28905,Madrid,Getafe,El Bercial,74636,52245,3711,Middle_Class,0.341
28905,Madrid,Getafe,El Bercial,59643,47714,3032,Middle_Class,0.18466666666666667
28905,Madrid,Getafe,El Bercial,64990,45493,2698,Middle_Class,0.24366666666666667
28905,Madrid,Getafe,El Bercial,67680,47376,2981,Middle_Class,0.2738333333333333
28905,Madrid,Getafe,El Bercial,57005,45604,2715,Middle_Class,0.15266666666666667
28905,Madrid,Getafe,El Bercial,46822,37458,1493,Middle_Class,0.050666666666666665
28905,Madrid,Getafe,El Bercial,57289,45831,2749,Middle_Class,0.156
28905,Madrid,Getafe,El Bercial,58408,46726,2883,Middle_Class,0.17066666666666666
28905,Madrid,Getafe,El Bercial,52178,41742,2136,Middle_Class,0.097
28905,Madrid,Getafe,El Bercial,56190,44952,2617,Middle_Class,0.14633333333333334
28905,Madrid,Getafe,El Bercial,48639,38911,1711,Middle_Class,0.06916666666666667
28905,Madrid,Getafe,El Bercial,50294,40235,1910,Middle_Class,0.08266666666666667
28905,Madrid,Getafe,El Bercial,72571,50799,3494,Middle_Class,0.323
28905,Madrid,Getafe,El Bercial,45777,36622,1368,Middle_Class,0.042666666666666665
28905,Madrid,Getafe,El Bercial,51950,41560,2109,Middle_Class,0.09533333333333334
28905,Madrid,Getafe,El Bercial,49902,39921,1863,Middle_Class,0.07933333333333334
28905,Madrid,Getafe,El Bercial,56367,45093,2638,Middle_Class,0.148
28905,Madrid,Getafe,El Bercial,37820,30256,413,Middle_Class,0.012333333333333333
28905,Madrid,Getafe,El Bercial,72944,51061,3534,Middle_Class,0.32766666666666666
28905,Madrid,Getafe,El Bercial,40171,32137,695,Middle_Class,0.016
28905,Madrid,Getafe,El Bercial,66380,46466,2844,Middle_Class,0.256
28905,Madrid,Getafe,El Bercial,44930,35944,1266,Middle_Class,0.03766666666666667
28905,Madrid,Getafe,El Bercial,45991,36793,1393,Middle_Class,0.04466666666666667
28905,Madrid,Getafe,El Bercial,58451,46760,2889,Middle_Class,0.17133333333333334
28905,Madrid,Getafe,El Bercial,60842,42590,2263,Middle_Class,0.19766666666666666
28905,Madrid,Getafe,El Bercial,46982,37585,1512,Middle_Class,0.053
28905,Madrid,Getafe,El Bercial,78823,55176,4151,Middle_Class,0.37466666666666665
28905,Madrid,Getafe,El Bercial,67517,47262,2964,Middle_Class,0.271
28905,Madrid,Getafe,El Bercial,73067,51147,3547,Middle_Class,0.3283333333333333
28905,Madrid,Getafe,El Bercial,87342,61139,5045,Middle_Class,0.44566666666666666
28905,Madrid,Getafe,El Bercial,63079,44155,2498,Middle_Class,0.227
28905,Madrid,Getafe,El Bercial,71259,49881,3357,Middle_Class,0.31
28905,Madrid,Getafe,El Bercial,54225,43380,2382,Middle_Class,0.12
28905,Madrid,Getafe,El Bercial,45930,36744,1386,Middle_Class,0.044333333333333336
28905,Madrid,Getafe,El Bercial,93257,65280,5667,Middle_Class,0.48433333333333334
28905,Madrid,Getafe,El Bercial,49147,39317,1772,Middle_Class,0.07333333333333333
28905,Madrid,Getafe,El Bercial,70704,49492,3298,Middle_Class,0.305
28905,Madrid,Getafe,El Bercial,67636,47345,2976,Middle_Class,0.273
28905,Madrid,Getafe,El Bercial,69891,48924,3213,Middle_Class,0.2976666666666667
28905,Madrid,Getafe,El Bercial,59950,47960,3069,Middle_Class,0.18766666666666668
28905,Madrid,Getafe,El Bercial,60070,42049,2182,Middle_Class,0.18933333333333333
28905,Madrid,Getafe,El Bercial,57795,46236,2810,Middle_Class,0.164
28905,Madrid,Getafe,El Bercial,43252,34601,1065,Middle_Class,0.028666666666666667
28905,Madrid,Getafe,El Bercial,41590,33272,865,Middle_Class,0.02266666666666667
28905,Madrid,Getafe,El Bercial,74805,52363,3729,Middle_Class,0.3426666666666667
